,SECTORID,SECTORNAME,STARTIC,ENDIC,LENGTH,LANENO,INTDIR,GROUPID,LANELENGTH,MODEL,CMSDESC,STATUS,TRAVELTIME,CAPACITY,START_X,START_Y,END_X,END_Y
181,L01693,安和路五段(海佃路一段213巷>安和路五段81巷),I0170,I0169,195,2,0,0,7,十字型,0,y,10,10,120.217697,23.066635,120.218678,23.064864
182,L01703,安和路五段(安昌街>海佃路一段213巷),I0173,I0170,55,2,0,0,7,十字型,0,y,10,10,120.217325,23.067102,120.217697,23.066635
183,L01707,安和路五段(安和路五段81巷>海佃路一段213巷),I0169,I0170,195,2,0,0,7,十字型,0,y,10,10,120.218678,23.064864,120.217697,23.066635
184,L01712,府前路二段(府前路二段258巷>環河街),I0039,I0171,85,2,0,0,7,十字型,0,y,10,10,120.19063700000001,22.991975,120.19182099999999,22.99174
185,L01716,府前路二段(金華路三段>環河街),I0496,I0171,80,2,0,0,7,十字型,0,y,10,10,120.192838,22.991539000000003,120.19182099999999,22.99174
186,L01720,海佃路一段(海佃路一段158巷>海佃路一段213巷),I0021,I0172,25,2,0,0,7,十字型,0,y,10,10,120.191722,23.024029000000002,120.19161399999999,23.024454000000002
187,L01724,海佃路二段(安富街>海佃路一段213巷),I0174,I0172,55,2,0,0,7,十字型,0,y,10,10,120.191468,23.025172,120.19161399999999,23.024454000000002
188,L01733,安和路五段(安和路五段276巷>安昌街),I0390,I0173,45,2,0,0,7,十字型,0,y,10,10,120.217013,23.067629,120.217325,23.067102
189,L01737,安和路五段(海佃路一段213巷>安昌街),I0170,I0173,55,2,0,0,7,十字型,0,y,10,10,120.217697,23.066635,120.217325,23.067102
190,L01740,海佃路二段(海佃路一段213巷>安富街),I0172,I0174,55,2,0,0,7,十字型,0,y,10,10,120.19161399999999,23.024454000000002,120.191468,23.025172
191,L01744,海佃路二段(海佃路一段340巷>安富街),I0696,I0174,350,2,0,0,7,十字型,0,y,10,10,120.19099399999999,23.027086999999998,120.191468,23.025172
192,L01760,金華路二段(金華路二段81巷>健康路二段),I0404,I0176,250,2,0,0,7,十字型,0,y,10,10,120.191353,22.979179000000002,120.191543,22.981585
193,L01762,健康路一段(健康路二段252巷>金華路二段),I0518,I0176,80,2,0,0,7,十字型,0,y,10,10,120.190607,22.981681,120.191543,22.981585
194,L01764,金華路二段(長南街>健康路二段),I0300,I0176,115,2,0,0,7,十字型,0,y,10,10,120.19163999999999,22.982829000000002,120.191543,22.981585
195,L01766,健康路一段(三官路>金華路二段),I0136,I0176,215,2,0,0,7,十字型,0,y,10,10,120.193873,22.981519,120.191543,22.981585
196,L01770,海佃路一段(府安路六段>國安街),I0368,I0177,270,2,0,0,7,十字型,0,y,10,10,120.19248200000001,23.020216,120.191947,23.022889000000003
197,L01774,海佃路一段(海佃路一段158巷>國安街),I0021,I0177,130,2,0,0,7,十字型,0,y,10,10,120.191722,23.024029000000002,120.191947,23.022889000000003
198,L01810,金華路一段(永仁街>新都路),I0398,I0181,225,2,0,0,7,十字型,0,y,10,10,120.189865,22.965118,120.190202,22.9673
199,L01814,金華路一段(金華路一段352巷>新都路),I0690,I0181,250,2,0,0,7,十字型,0,y,10,10,120.19048899999999,22.970094,120.190202,22.9673
200,L01822,青年路(育樂街>東榮路),I0406,I0182,85,2,0,0,7,十字型,0,y,10,10,120.21448000000001,22.99138,120.21543799999999,22.991267
201,L01826,青年路(慶東街>東榮路),I0195,I0182,100,2,0,0,7,十字型,0,y,10,10,120.21652399999999,22.991244000000002,120.21543799999999,22.991267
202,L01831,金華路四段(成功路>臨安路二段),I0012,I0183,100,2,0,0,7,十字型,0,y,10,10,120.196123,23.001495000000002,120.19663100000001,23.002701000000002
203,L01832,臨安路二段(成功路>金華路四段),I0468,I0183,175,2,0,0,7,十字型,0,y,10,10,120.19471599999999,23.002007,120.19663100000001,23.002701000000002
204,L01835,臨安路二段(臨安路二段90巷>金華路四段),I0292,I0183,90,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.19663100000001,23.002701000000002
205,L01840,西門路一段(五妃街>府緯街),I0019,I0184,120,2,0,0,7,十字型,0,y,10,10,120.197644,22.982695,120.197627,22.983882
206,L01844,西門路一段(南寧街>府緯街),I0020,I0184,125,2,0,0,7,十字型,0,y,10,10,120.197599,22.985132999999998,120.197627,22.983882
207,L01860,金華路二段(長南街>健南路),I0300,I0186,215,2,0,0,7,十字型,0,y,10,10,120.19163999999999,22.982829000000002,120.191772,22.984848
208,L02142,長和路二段(安和路四段>長和路二段140巷),I0168,I0214,125,2,0,0,7,十字型,0,y,10,10,120.21870700000001,23.063375,120.220183,23.063425
209,L02145,長和路二段(長和路二段12巷213弄>長和路二段140巷),I0740,I0214,540,2,0,0,7,十字型,0,y,10,10,120.22308600000001,23.06808,120.220183,23.063425
210,L02146,長和路二段(長和路二段12巷>長和路二段140巷),I0560,I0214,445,2,0,0,7,十字型,0,y,10,10,120.22466499999999,23.064251000000002,120.220183,23.063425
211,L02150,林森路二段(長榮路三段66巷>大學東路),I0654,I0215,240,2,0,0,7,十字型,0,y,10,10,120.27798500000002,22.933270999999998,120.224166,22.995854
212,L02152,大學東路(長榮路三段>林森路三段),I0216,I0215,195,2,0,0,7,十字型,0,y,10,10,120.221915,22.996014000000002,120.224166,22.995854
213,L02154,林森路三段(東和路>大學東路),I0551,I0215,270,2,0,0,7,十字型,0,y,10,10,120.22439399999999,22.998492000000002,120.224166,22.995854
214,L02160,長榮路三段(長榮路三段66巷>大學東路),I0639,I0216,230,2,0,0,7,十字型,0,y,10,10,120.22173400000001,22.993739,120.221915,22.996014000000002
215,L02162,大學東路(勝利路>長榮路三段),I0193,I0216,355,2,0,0,7,十字型,0,y,10,10,120.218195,22.996277,120.221915,22.996014000000002
216,L02164,長榮路三段(小東路>大學東路),I0599,I0216,490,2,0,0,7,十字型,0,y,10,10,120.22234099999999,23.000714000000002,120.221915,22.996014000000002
217,L02166,大學東路(林森路三段>長榮路三段),I0215,I0216,195,2,0,0,7,十字型,0,y,10,10,120.224166,22.995854,120.221915,22.996014000000002
218,L02170,華平路(建平17街口>華平路),I0218,I0217,80,2,0,0,7,十字型,0,y,10,10,120.17598400000001,22.997317000000002,120.176033,22.998182
219,L02172,安平路(安平路426巷口>華平路口),I0104,I0217,170,2,0,0,7,十字型,0,y,10,10,120.17413400000001,22.998071,120.176033,22.998182
220,L02174,華平路(民權路四段>安平路),I0078,I0217,100,2,0,0,7,十字型,0,y,10,10,120.175955,22.999272,120.176033,22.998182
221,L02176,安平路(西賢一街>華平路),I0637,I0217,165,2,0,0,7,十字型,0,y,10,10,120.17784099999999,22.998309,120.176033,22.998182
222,L02180,華平路(慶平路>建平17街),I0455,I0218,35,2,0,0,7,十字型,0,y,10,10,120.17591399999999,22.996833,120.17598400000001,22.997317000000002
223,L02184,華平路(安平路>建平17街口),I0217,I0218,80,2,0,0,7,十字型,0,y,10,10,120.176033,22.998182,120.17598400000001,22.997317000000002
224,L02192,大成路一段(新都路>國民路),I0438,I0219,30,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.204021,22.975184
225,L02197,國民路(國民路532巷>大成路一段),I0295,I0219,175,2,0,0,7,十字型,0,y,10,10,120.205169,22.973983,120.204021,22.975184
226,L02201,和緯路二段(武聖路>大興街233巷),I0271,I0220,90,2,0,0,7,十字型,0,y,10,10,120.187898,23.007552,120.18896299999999,23.007992
227,L02205,和緯路二段(文賢路>大興街233巷),I0391,I0220,505,2,0,0,7,十字型,0,y,10,10,120.193913,23.009757999999998,120.18896299999999,23.007992
228,L02210,北安路二段(郡安路>東門路三段179巷與),I0015,I0221,85,2,0,0,7,十字型,0,y,10,10,120.20486299999999,23.028523,120.237649,22.977957999999997
229,L02214,北安路二段(加油站>東門路三段179巷與),I0677,I0221,755,2,0,0,7,十字型,0,y,10,10,120.20325,23.036191,120.237649,22.977957999999997
230,L02230,海佃路二段(海佃路一段340巷>安通路五段),I0696,I0223,135,2,0,0,7,十字型,0,y,10,10,120.19099399999999,23.027086999999998,120.190459,23.029859
231,L02234,海佃路二段(大安街>安通路五段),I0407,I0223,120,2,0,0,7,十字型,0,y,10,10,120.19026399999998,23.031478,120.190459,23.029859
232,L02241,安和路三段(安生路>永安路),I0304,I0224,155,2,0,0,7,十字型,0,y,10,10,120.217198,23.044587,120.217821,23.046115
233,L02245,安和路三段(安豐5街>永安路),I0705,I0224,130,2,0,0,7,十字型,0,y,10,10,120.218259,23.047675,120.217821,23.046115
234,L02262,怡安路一段(果菜市場>怡安路一段384巷),I0709,I0226,735,2,0,0,7,十字型,0,y,10,10,120.199818,23.043717,120.206984,23.042061999999998
235,L02266,怡安路一段(培安路>怡安路一段384巷),I0157,I0226,780,2,0,0,7,十字型,0,y,10,10,120.21453400000001,23.040304000000003,120.206984,23.042061999999998
236,L02273,北安路一段(北安路一段176巷>育賢路),I0738,I0227,65,2,0,0,7,十字型,0,y,10,10,120.208745,23.017678,120.209447,23.017174
237,L02277,北安路一段(西門路四段>育賢路),I0086,I0227,135,2,0,0,7,十字型,0,y,10,10,120.21071200000002,23.016372,120.209447,23.017174
238,L02280,永成路三段(新都路>永成路三段372巷),I0236,I0228,92,2,0,0,7,十字型,0,y,10,10,120.19548600000002,22.967243,120.195397,22.968163
239,L02284,永成路(永成路三段461巷>永成路三段372巷),I0767,I0228,650,2,0,0,7,十字型,0,y,10,10,120.195447,22.974234,120.195397,22.968163
240,L02292,民族路一段(中山路>西華街69巷),I0489,I0229,85,2,0,0,7,十字型,0,y,10,10,120.20853500000001,22.994776,120.20960500000001,22.994467999999998
241,L02296,民族路一段(萬昌街>西華街69巷),I0487,I0229,115,2,0,0,7,十字型,0,y,10,10,120.21091000000001,22.994502,120.20960500000001,22.994467999999998
242,L02302,府前路一段(金華路三段>大智街),I0496,I0230,45,2,0,0,7,十字型,0,y,10,10,120.192838,22.991539000000003,120.19351599999999,22.991404
243,L02306,府前路一段(康樂街>大智街),I0359,I0230,50,2,0,0,7,十字型,0,y,10,10,120.194181,22.991273,120.19351599999999,22.991404
244,L02310,忠義路二段(友愛街>中正路),I0062,I0231,95,2,0,0,7,十字型,0,y,10,10,120.20258700000001,22.990891,120.202804,22.991922
245,L02312,中正路(永褔路二段>忠義路二段),I0046,I0231,180,2,0,0,7,十字型,0,y,10,10,120.200883,22.992309,120.202804,22.991922
246,L02314,忠義路二段(民生路一段>中正路),I0630,I0231,135,2,0,0,7,十字型,0,y,10,10,120.20308899999999,22.993363000000002,120.202804,22.991922
247,L02315,中正路(民生綠園>忠義路二段),I0514,I0231,165,2,0,0,7,十字型,0,y,10,10,120.204977,22.992583,120.202804,22.991922
248,L02320,中華西路二段(健康路二段>永南二街),I0059,I0232,70,2,0,0,7,十字型,0,y,10,10,120.18611000000001,22.982142,0.0,0.0
249,L02324,中華西路二段(建南街>永南二街),I0081,I0232,215,2,0,0,7,十字型,0,y,10,10,120.186497,22.985248000000002,0.0,0.0
250,L02336,凱旋路(怡東路>東安路),I0601,I0233,145,2,0,0,7,十字型,0,y,10,10,120.22821499999999,22.993385999999997,120.226677,22.993585
251,L02340,北安橋(中華北路二段>府安路五段),I0153,I0234,275,2,0,0,7,十字型,0,y,10,10,120.205781,23.021877,0.0,0.0
252,L02344,北安路二段(賢安街>北安橋),I0831,I0234,170,2,0,0,7,十字型,0,y,10,10,120.205169,23.026003,0.0,0.0
253,L02350,金華路三段(永華路一段>武英街),I0010,I0235,95,2,0,0,7,十字型,0,y,10,10,120.19205900000001,22.988166,120.19229299999999,22.989179
254,L02354,金華路三段(大勇街>武英街),I0018,I0235,85,2,0,0,7,十字型,0,y,10,10,120.192497,22.990061999999998,120.19229299999999,22.989179
255,L02360,永成路三段(永成路三段103巷>新都路),I0807,I0236,218,2,0,0,7,十字型,0,y,10,10,120.19543700000001,22.965215,120.19548600000002,22.967243
256,L02364,永成路三段(永成路三段372巷>新都路),I0228,I0236,92,2,0,0,7,十字型,0,y,10,10,120.195397,22.968163,120.19548600000002,22.967243
257,L02381,中山路(民族路一段>西華南街),I0489,I0238,150,2,0,0,7,十字型,0,y,10,10,120.20853500000001,22.994776,120.20986299999998,22.99566
258,L02385,中山路(火車站圓>西華南街),I0544,I0238,190,2,0,0,7,十字型,0,y,10,10,120.21166200000002,22.997296,120.20986299999998,22.99566
259,L02734,林森路二段(長榮路三段66巷>舉重館前),L0654,I0273,105,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.22393600000001,22.992511
260,L02737,林森路二段(東寧路>長榮路三段66巷),I0369,I0273,145,2,0,0,7,十字型,0,y,10,10,120.22448999999999,22.991118,120.22393600000001,22.992511
261,L02740,前鋒路(民族路一段>大學路),I0345,I0274,245,2,0,0,7,十字型,0,y,10,10,120.213247,22.994475,120.21361499999999,22.996906
262,L02744,前鋒路(小東路>大學路),I0357,I0274,480,2,0,0,7,十字型,0,y,10,10,120.214661,23.001452,120.21361499999999,22.996906
263,L02746,大學東路(育樂街>前鋒路),I0873,I0274,115,2,0,0,7,十字型,0,y,10,10,120.21489,22.996789,120.21361499999999,22.996906
264,L02753,海佃路二段(海佃路二段265巷>海佃路),I0480,I0275,310,2,0,0,7,十字型,0,y,10,10,120.18878500000001,23.03667,120.189319,23.034695000000003
265,L02757,海佃路二段(海佃路二段150巷>海佃路),I0408,I0275,130,2,0,0,7,十字型,0,y,10,10,120.190036,23.032651,120.189319,23.034695000000003
266,L02762,健康路三段(國平路>健康二街),I1107,I0276,236,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.172405,22.983948
267,L02764,健康2街(郡平路>健康路),I0074,I0276,470,2,0,0,7,十字型,0,y,10,10,120.17335600000001,22.988464999999998,120.172405,22.983948
268,L02766,健康路三段(華平路>健康二街),I0454,I0276,145,2,0,0,7,十字型,0,y,10,10,120.174051,22.9837,120.172405,22.983948
269,L02772,國民路(國民路165巷>國民路50巷),I0293,I0277,235,2,0,0,7,十字型,0,y,10,10,120.21196,22.967435000000002,120.21441399999999,22.967442000000002
270,L02776,國民路(大同路二段>國民路50巷),I0050,I0277,130,2,0,0,7,十字型,0,y,10,10,120.21595900000001,22.967411,120.21441399999999,22.967442000000002
271,L02816,東平路(東興路>東安路),I0285,I0281,90,2,0,0,7,十字型,0,y,10,10,120.22981000000001,22.995369,120.22711899999999,22.995589000000002
272,L02830,莊敬路(凱旋路>東平路),I0778,I0283,205,2,0,0,7,十字型,0,y,10,10,120.23261399999998,22.992898,120.232891,22.994902
273,L02832,東平路(東平路>莊敬路),I0284,I0283,135,2,0,0,7,十字型,0,y,10,10,120.23141000000001,22.995134,120.232891,22.994902
274,L02834,莊敬路(莊敬路205巷>東平路),I0663,I0283,215,2,0,0,7,十字型,0,y,10,10,120.233106,22.997034,120.232891,22.994902
275,L02836,東平路(中華東路一段>莊敬路),I0141,I0283,120,2,0,0,7,十字型,0,y,10,10,120.234306,22.994682,120.232891,22.994902
276,L02840,東光路(凱旋路>東平路),I0286,I0284,215,2,0,0,7,十字型,0,y,10,10,120.231178,22.993019,120.23141000000001,22.995134
277,L02842,東平路(東興路>東平路),I0285,I0284,145,2,0,0,7,十字型,0,y,10,10,120.22981000000001,22.995369,120.23141000000001,22.995134
278,L02844,東光路(小東路>東平路),I0087,I0284,380,2,0,0,7,十字型,0,y,10,10,120.231807,22.998741,120.23141000000001,22.995134
279,L02846,東平路(莊敬路>東平路),I0283,I0284,135,2,0,0,7,十字型,0,y,10,10,120.232891,22.994902,120.23141000000001,22.995134
280,L02852,東平路(東安路>東興路),I0281,I0285,90,2,0,0,7,十字型,0,y,10,10,120.22711899999999,22.995589000000002,120.22981000000001,22.995369
281,L02856,東平路(東平路>東興路),I0284,I0285,145,2,0,0,7,十字型,0,y,10,10,120.23141000000001,22.995134,120.22981000000001,22.995369
282,L02860,東光路(東寧路>凱旋路),I0515,I0286,400,2,0,0,7,十字型,0,y,10,10,120.23076100000002,22.989199,120.231178,22.993019
283,L02862,凱旋路(東興路>東光路),I0287,I0286,170,2,0,0,7,十字型,0,y,10,10,120.22931499999999,22.99325,120.231178,22.993019
284,L02864,東光路(東平路>凱旋路),I0284,I0286,215,2,0,0,7,十字型,0,y,10,10,120.23141000000001,22.995134,120.231178,22.993019
285,L02866,凱旋路(莊敬路>東光路),I0778,I0286,130,2,0,0,7,十字型,0,y,10,10,120.23261399999998,22.992898,120.231178,22.993019
286,L02872,凱旋路(怡東路>東興路),I0601,I0287,90,2,0,0,7,十字型,0,y,10,10,120.22821499999999,22.993385999999997,120.22931499999999,22.99325
287,L02876,凱旋路(東光路>東興路),I0286,I0287,170,2,0,0,7,十字型,0,y,10,10,120.231178,22.993019,120.22931499999999,22.99325
288,L02882,東寧路(東安路>怡東路),I0127,I0288,135,2,0,0,7,十字型,0,y,10,10,120.22603600000001,22.990675,120.227478,22.990223999999998
289,L02886,東寧路(裕豐街>怡東路),I0067,I0288,20,2,0,0,7,十字型,0,y,10,10,120.22781499999999,22.990151,120.227478,22.990223999999998
290,L02891,臨安路二段(民生路二段>權路三段),I0130,I0289,95,2,0,0,7,十字型,0,y,10,10,120.189348,22.997481,120.189823,22.998465
291,L00462,中正路(西門路二段->永褔路二段),I2875,I0046,218,2,0,0,7,十字型,0,y,10,10,,,120.200883,22.992309
292,L02895,臨安路二段(和真街>權路三段),I0290,I0289,105,2,0,0,7,十字型,0,y,10,10,120.190777,22.999238000000002,120.189823,22.998465
293,L02896,民權路三段(金華路四段>臨安路一段),I0056,I0289,485,2,0,0,7,十字型,0,y,10,10,120.194604,22.997791,120.189823,22.998465
294,L02901,臨安路二段(權路三段>和真街),I0289,I0290,105,2,0,0,7,十字型,0,y,10,10,120.189823,22.998465,120.190777,22.999238000000002
295,L02905,臨安路二段(善路口>和真街),I0291,I0290,135,2,0,0,7,十字型,0,y,10,10,120.19202,23.000263,120.190777,22.999238000000002
296,L02911,臨安路二段(和真街>善路口),I0290,I0291,135,2,0,0,7,十字型,0,y,10,10,120.190777,22.999238000000002,120.19202,23.000263
297,L02915,臨安路二段(成功路>善路口),I0468,I0291,305,2,0,0,7,十字型,0,y,10,10,120.19471599999999,23.002007,120.19202,23.000263
298,L02916,民族路三段(金華路四段>臨安路),I0341,I0291,310,2,0,0,7,十字型,0,y,10,10,120.19515700000001,22.999189,120.19202,23.000263
299,L02921,臨安路二段(金華路四段>臨安路二段90巷),I0183,I0292,90,2,0,0,7,十字型,0,y,10,10,120.19663100000001,23.002701000000002,0.0,0.0
300,L02925,臨安路二段(公園南路>臨安路二段90巷),I0632,I0292,220,2,0,0,7,十字型,0,y,10,10,120.200052,23.003941,0.0,0.0
301,L02933,國民路(中華南路二段>國民路165巷),I0363,I0293,260,2,0,0,7,十字型,0,y,10,10,120.209826,22.969107,120.21196,22.967435000000002
302,L02936,國民路(國民路50巷>國民路165巷),I0277,I0293,235,2,0,0,7,十字型,0,y,10,10,120.21441399999999,22.967442000000002,120.21196,22.967435000000002
303,L02943,國民路(國民路270巷>國民路217巷),I0098,I0294,120,2,0,0,7,十字型,0,y,10,10,120.208095,22.970956,120.21096200000001,22.967868
304,L02947,國民路(中華南路二段>國民路217巷),I0363,I0294,110,2,0,0,7,十字型,0,y,10,10,120.209826,22.969107,120.21096200000001,22.967868
305,L02953,國民路(大成路一段>國民路532巷),I0219,I0295,175,2,0,0,7,十字型,0,y,10,10,120.204021,22.975184,120.205169,22.973983
306,L02957,國民路(國民路270巷>國民路532巷),I0098,I0295,425,2,0,0,7,十字型,0,y,10,10,120.208095,22.970956,120.205169,22.973983
307,L02960,大同路二段(立德2街>大林路),I0462,I0296,165,2,0,0,7,十字型,0,y,10,10,120.214312,22.974738000000002,120.21396499999999,22.976281
308,L02964,大同路二段(立德11街>大林路),I0189,I0296,125,2,0,0,7,十字型,0,y,10,10,120.21355,22.978081,120.21396499999999,22.976281
309,L02970,公園路(小北路>公園路451巷),I0590,I0297,55,2,0,0,7,十字型,0,y,10,10,120.209828,23.007758,120.21006100000001,23.008373000000002
310,L02974,公園路(和緯路一段>公園路451巷),I0834,I0297,250,2,0,0,7,十字型,0,y,10,10,120.21084099999999,23.010676999999998,120.21006100000001,23.008373000000002
311,L02980,永福路一段(健康路一段>五妃街),I0057,I0298,120,2,0,0,7,十字型,0,y,10,10,120.200129,22.981437,120.20013300000001,22.982638
312,L03230,西賢1街(安平路>民權路四段),I0637,I0323,83,2,0,0,7,十字型,0,y,10,10,120.17784099999999,22.998309,120.177774,22.999195
313,L03232,民權路四段(華平路>西賢1街),I0078,I0323,165,2,0,0,7,十字型,0,y,10,10,120.175955,22.999272,120.177774,22.999195
314,L03236,民權路四段(湖美街>西賢1街),I0324,I0323,220,2,0,0,7,十字型,0,y,10,10,120.180154,22.999115,120.177774,22.999195
315,L03242,民權路四段(西賢1街>湖美街),I0323,I0324,220,2,0,0,7,十字型,0,y,10,10,120.177774,22.999195,120.180154,22.999115
316,L03246,民權路四段(頂美一街>湖美街),I0325,I0324,273,2,0,0,7,十字型,0,y,10,10,120.183531,22.999185,120.180154,22.999115
317,L03252,民權路四段(湖美街>頂美一街),I0324,I0325,273,2,0,0,7,十字型,0,y,10,10,120.180154,22.999115,120.183531,22.999185
318,L03256,民權路四段(中華西路二段>頂美一街),I0513,I0325,315,2,0,0,7,十字型,0,y,10,10,120.186764,22.99894,120.183531,22.999185
319,L03266,中華南路二段(中華南路二段302巷>中華南路二段315巷),I1047,I0326,150,2,0,0,7,十字型,0,y,10,10,120.22376000000001,23.06416,120.185409,22.961766
320,L03272,東豐路(林森路三段>東豐路490巷),I0371,I0327,310,2,0,0,7,十字型,0,y,10,10,120.224725,23.002523,120.22750500000001,23.001533
321,L03282,東豐路(前鋒路>勝利路),I0330,I0328,360,2,0,0,7,十字型,0,y,10,10,120.21511799999999,23.003969,120.21878400000001,23.003417000000002
322,L03286,東豐路(東豐路227巷>勝利路),I0415,I0328,195,2,0,0,7,十字型,0,y,10,10,120.22083,23.003109,120.21878400000001,23.003417000000002
323,L03290,長榮路四段(長榮路四段58巷>東豐路),I0440,I0329,60,2,0,0,7,十字型,0,y,10,10,120.22257900000001,23.004267000000002,120.222489,23.002829000000002
324,L03292,東豐路(東豐路227巷>長榮路四段),I0415,I0329,155,2,0,0,7,十字型,0,y,10,10,120.22083,23.003109,120.222489,23.002829000000002
325,L03294,長榮路四段(長榮路四段135巷>東豐路),I1015,I0329,335,2,0,0,7,十字型,0,y,10,10,120.221954,23.005895000000002,120.222489,23.002829000000002
326,L03296,東豐路(林森路三段>長榮路四段),I0371,I0329,195,2,0,0,7,十字型,0,y,10,10,120.224725,23.002523,120.222489,23.002829000000002
327,L03300,前鋒路(小東路>東豐路),I0357,I0330,220,2,0,0,7,十字型,0,y,10,10,120.214661,23.001452,120.21511799999999,23.003969
328,L03302,東豐路(北門路一段>前鋒路),I0007,I0330,125,2,0,0,7,十字型,0,y,10,10,120.21361100000001,23.004,120.21511799999999,23.003969
329,L03305,前鋒路(開元路>東豐路),I0301,I0330,220,2,0,0,7,十字型,0,y,10,10,120.216796,23.006078,120.21511799999999,23.003969
330,L03306,東豐路(勝利路>前鋒路),I0328,I0330,360,2,0,0,7,十字型,0,y,10,10,120.21878400000001,23.003417000000002,120.21511799999999,23.003969
331,L03312,中華南路二段(中華南路二段302巷>中華南路二段300巷),I1041,I0331,50,2,0,0,7,十字型,0,y,10,10,120.18716299999998,22.961772,120.187798,22.961629000000002
332,L03316,中華南路二段(金華路一段>中華南路二段300巷),I0625,I0331,125,2,0,0,7,十字型,0,y,10,10,120.189272,22.961279,120.187798,22.961629000000002
333,L03321,中華東路二段(東門路3段11巷>中華東路二段295巷),I0256,I0332,45,2,0,0,7,十字型,0,y,10,10,120.230368,22.9822,120.230746,22.982623999999998
334,L03325,中華東路二段(中華東路二段243巷>中華東路二段295巷),I0254,I0332,105,2,0,0,7,十字型,0,y,10,10,120.231505,22.983414,120.230746,22.982623999999998
335,L03332,府連路(大同路一段>慶東街),I0366,I0333,415,2,0,0,7,十字型,0,y,10,10,120.211215,22.984829,120.215372,22.985134
336,L03334,慶東路(樹林街1段>府連路),I0828,I0333,80,2,0,0,7,十字型,0,y,10,10,120.215635,22.985968,120.215372,22.985134
337,L03336,府連路(府連路>慶東街),I0445,I0333,130,2,0,0,7,十字型,0,y,10,10,120.21670400000001,22.984721,120.215372,22.985134
338,L03341,北安路(北安路三段396巷>培安路四段),I0066,I0334,345,2,0,0,7,十字型,0,y,10,10,120.207904,23.046141,120.211133,23.048379999999998
339,L03344,北安路(台江大道>培安路四段),I1040,I0334,895,2,0,0,7,十字型,0,y,10,10,120.21343200000001,23.055765,120.211133,23.048379999999998
340,L03360,西門路二段(民生路二段>民權路二段),I0495,I0336,145,2,0,0,7,十字型,0,y,10,10,120.199192,22.994526999999998,120.19962199999999,22.996064
341,L03362,民權路二段(國華街>西門路二段),I0420,I0336,100,2,0,0,7,十字型,0,y,10,10,120.198527,22.996445,120.19962199999999,22.996064
342,L03364,西門路二段(民族路二段>民權路二段),I0423,I0336,95,2,0,0,7,十字型,0,y,10,10,120.20028,22.997985,120.19962199999999,22.996064
343,L03366,民權路二段(忠義路二段>西門路二段),I0556,I0336,210,2,0,0,7,十字型,0,y,10,10,120.20181799999999,22.995425,120.19962199999999,22.996064
344,L03370,西門路二段(和意路>府前路二段),I0367,I0337,190,2,0,0,7,十字型,0,y,10,10,120.197576,22.988553,120.19783000000001,22.990539000000002
345,L03372,府前路一段(國華街>西門路一段),I0159,I0337,60,2,0,0,7,十字型,0,y,10,10,120.19686399999999,22.99074,120.19783000000001,22.990539000000002
346,L03374,西門路二段(友愛街>府前路二段),I0494,I0337,95,2,0,0,7,十字型,0,y,10,10,120.19832099999999,22.991782999999998,120.19783000000001,22.990539000000002
347,L03376,府前路一段(永福路一段>西門路一段),I0344,I0337,220,2,0,0,7,十字型,0,y,10,10,120.20038400000001,22.989979,120.19783000000001,22.990539000000002
348,L03380,公園路(民權路二段>民族路一段),I0491,I0338,135,2,0,0,7,十字型,0,y,10,10,120.205428,22.994314000000003,120.20581399999999,22.995722
349,L03382,民族路二段(忠義路二段>公園路),I0047,I0338,165,2,0,0,7,十字型,0,y,10,10,120.204104,22.996311,120.20581399999999,22.995722
350,L03384,公園路(成功路>民族路一段),I0492,I0338,265,2,0,0,7,十字型,0,y,10,10,120.207026,22.998092,120.20581399999999,22.995722
351,L03386,民族路一段(中山路>公園路),I0489,I0338,255,2,0,0,7,十字型,0,y,10,10,120.20853500000001,22.994776,120.20581399999999,22.995722
352,L03393,東門路三段(自由路>東門路三段338巷),I0476,I0339,50,2,0,0,7,十字型,0,y,10,10,120.23748700000002,22.975893,120.23826799999999,22.975479999999997
353,L03396,東門路三段(文忠路>東門路三段338巷),I0840,I0339,65,2,0,0,7,十字型,0,y,10,10,120.23906399999998,22.975111,120.23826799999999,22.975479999999997
354,L03400,金華路三段(友愛街>運河北路),I0351,I0340,130,2,0,0,7,十字型,0,y,10,10,120.19315,22.992805999999998,120.193458,22.994076999999997
355,L03404,金華路四段(康樂街225巷>運河北路),I0766,I0340,110,2,0,0,7,十字型,0,y,10,10,120.193722,22.995174,120.193458,22.994076999999997
356,L03411,金華路四段(民權路三段>民族路二段),I0056,I0341,145,2,0,0,7,十字型,0,y,10,10,120.194604,22.997791,120.19515700000001,22.999189
357,L03412,民族路三段(臨安路>金華路四段),I0291,I0341,310,2,0,0,7,十字型,0,y,10,10,120.19202,23.000263,120.19515700000001,22.999189
358,L03415,金華路四段(成功路>民族路二段),I0012,I0341,250,2,0,0,7,十字型,0,y,10,10,120.196123,23.001495000000002,120.19515700000001,22.999189
359,L03416,民族路三段(康樂街>民族路二段),I0545,I0341,125,2,0,0,7,十字型,0,y,10,10,120.196528,22.998685000000002,120.19515700000001,22.999189
